horizon_days,selected_model,AI_MAE_m_day,AI_RMSE_m_day,AI_R2,best_baseline,baseline_MAE_m_day,improvement_%
7,Ridge,23.899962153669666,30.76383068403082,0.6645607726713225,baseline_recent_30d_rate,29.445906718851745,18.834348074707027
30,BayesianRidge,20.085966752086215,25.073468389341688,0.6921290126272102,baseline_recent_30d_rate,22.266872146118722,9.794394918698348
